,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image,filename
27394,6878,Women,Apparel,Topwear,Jackets,Blue,Summer,2011,Casual,Forever New Women Long Blue Jacket,http://assets.myntassets.com/v1/images/style/properties/a9a9fa466c67e157b5f031e8a6d245c5_images.jpg,6878.jpg
2228,47563,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Portia Women Black Sandals,http://assets.myntassets.com/v1/images/style/properties/Portia-Women-Black-Sandals_f19a083c3db3802c690af0d3e2b6cbfd_images.jpg,47563.jpg
15070,44446,Women,Footwear,Flip Flops,Flip Flops,Blue,Summer,2012,Casual,Gliders Women Blue Spinergrey Flip Flop,http://assets.myntassets.com/v1/images/style/properties/ed4a57d5ac29c9c2a2daa6cd16ba23c7_images.jpg,44446.jpg
37361,51509,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012,Casual,Denizen Women Navy Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/e4d8fc5d934a96d40695014a4c1343f6_images.jpg,51509.jpg
31666,11836,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2013,Casual,Playboy Men Casual Blue Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/ed78ebf524e1e63258bc113a3e19b603_images.jpg,11836.jpg
37362,9703,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2015,Formal,Hush Puppies Men GT Brown Formal Shoes,http://assets.myntassets.com/v1/images/style/properties/d367c614e26ed84cbd4d286d9bffcef8_images.jpg,9703.jpg
5397,11923,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2011,Formal,Franco Leone Men Formal Brown Formal Shoes,http://assets.myntassets.com/v1/images/style/properties/9313abbf7f92dbb61e12acab6dd2ba39_images.jpg,11923.jpg
3427,34234,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2013,Casual,Proline Men Navy Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/e11959970a3c34d72c029d3ce35e1bf7_images.jpg,34234.jpg
20322,7782,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2011,Casual,Urban Yoga Men's Abhayas Black Track Pant,http://assets.myntassets.com/v1/images/style/properties/518a9ca5ee8dcf530d0e45a8cb8593af_images.jpg,7782.jpg
13047,2947,Women,Apparel,Topwear,Tops,Yellow,Fall,2010,Casual,DUSG Women Uttarkashi Organic Endive Top,http://assets.myntassets.com/v1/images/style/properties/7a34a132ee8985ed69a9531583eb825f_images.jpg,2947.jpg
23690,42610,Women,Accessories,Jewellery,Jewellery Set,Gold,Winter,2016,Casual,Estelle Women Gold Jewellery Set,http://assets.myntassets.com/v1/images/style/properties/b9d8fce22e7f4eeff633387bb714bf7f_images.jpg,42610.jpg
2812,48570,Women,Accessories,Jewellery,Bracelet,Black,Summer,2013,Casual,Lucera Women Black & Silver Bracelet,http://assets.myntassets.com/v1/images/style/properties/Lucera-Women-Silver-Bracelet_769458c6b2ea33b19156706fc59fa36e_images.jpg,48570.jpg
2473,54725,Women,Apparel,Topwear,Kurtas,Pink,Fall,2012,Ethnic,Shree Women Coral Coloured Printed Kurta,http://assets.myntassets.com/v1/images/style/properties/Shree-Women-Coral-Coloured-Printed-Kurta_0ffffc120af55d15c2bf75ba9f438910_images.jpg,54725.jpg
33020,33307,Boys,Apparel,Bottomwear,Jeans,Grey,Summer,2012,Casual,Gini and Jony Boys Washed Grey Jeans,http://assets.myntassets.com/v1/images/style/properties/Palm-Tree-Boys-Washed-Grey-Jeans_f6e1b68006d3856d4cfb84602c565379_images.jpg,33307.jpg
20030,50953,Women,Apparel,Bottomwear,Jeans,Blue,Winter,2011,Casual,Lee Womens Blue Maxi Fit Jeans,http://assets.myntassets.com/v1/images/style/properties/5f0195d95f53cc5fc4f4da9170751f01_images.jpg,50953.jpg
6598,28929,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,Mr. Men Printed Navy Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/8f6114b24c3a61e4b6be9a4ba0dea01b_images.jpg,28929.jpg
36133,16856,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Idee Women Funky Eyewear Black Sunglasses,http://assets.myntassets.com/v1/images/style/properties/e5e060ae28dcb025a786e51d97126e6b_images.jpg,16856.jpg
17912,56607,Women,Personal Care,Makeup,Compact,Skin,Spring,2017,Casual,Streetwear Shine Divine Whitening Natural Compact,http://assets.myntassets.com/v1/images/style/properties/Streetwear-Shine-Divine-Whitening-Natural-Compact_cd4cd471a549313f5a1b6c1c76e92d7b_images.jpg,56607.jpg
28657,23796,Women,Footwear,Shoes,Flats,Black,Summer,2011,Casual,Clarks Women Black Leather Ballerinas,http://assets.myntassets.com/v1/images/style/properties/87ee1eff37fd3fdea8145f3464403f96_images.jpg,23796.jpg
34133,12858,Men,Footwear,Sandal,Sandals,Black,Spring,2012,Casual,Lee Cooper Men Casual Black Sandals,http://assets.myntassets.com/v1/images/style/properties/3878f91f76fe63ec5ce05cfe3bfa057f_images.jpg,12858.jpg
31373,9375,Unisex,Accessories,Socks,Socks,Brown,Fall,2011,Casual,Puma Unisex FTPA Brown Socks,http://assets.myntassets.com/v1/images/style/properties/283eee83543180a5a214179826384dba_images.jpg,9375.jpg
41725,17257,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,U.S. Polo Assn. Men Printed Black Tshirt,http://assets.myntassets.com/v1/images/style/properties/125e74b0f279055a40365a317ed0274d_images.jpg,17257.jpg
42540,21704,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fossil Men Black Dial Watch FS4576,http://assets.myntassets.com/v1/images/style/properties/Fossil-Men-Quartz-Black-Watch5a779d20e6976fcc756fa4e4404e2e7f_images.jpg,21704.jpg
13986,33380,Women,Accessories,Wallets,Wallets,Purple,Summer,2012,Casual,Baggit Women Volume Jhuti Purple Wallet,http://assets.myntassets.com/v1/images/style/properties/abfdec98ee2b2eaf8574533f15c16e5a_images.jpg,33380.jpg
18962,25955,Women,Accessories,Scarves,Scarves,Maroon,Summer,2012,Casual,Femella Women Maroon Scarf,http://assets.myntassets.com/v1/images/style/properties/d3de2c843557eeebb01c863cb66504c7_images.jpg,25955.jpg
24889,48529,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2012,Casual,Calvin Klein Men Black Flip Flops,http://assets.myntassets.com/v1/images/style/properties/120a5131263201715d50843caaa8f28a_images.jpg,48529.jpg
26351,44386,Women,Personal Care,Fragrance,Deodorant,Green,Spring,2017,Casual,Spinz Women Samba Deo,http://assets.myntassets.com/v1/images/style/properties/3c03ab72d9daa19c4857afa6b3280828_images.jpg,44386.jpg
4847,24234,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011,Ethnic,La-Emotio Women Brown Kurta,http://assets.myntassets.com/v1/images/style/properties/34c4d7ce2df9af151219235209e0caf2_images.jpg,24234.jpg
12723,12855,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012,Formal,Lee Cooper Men Formal Black Shoes,http://assets.myntassets.com/v1/images/style/properties/4eb64805f3862d6b92f2651d58507a5d_images.jpg,12855.jpg
19198,55219,Women,Personal Care,Lips,Lip Liner,Maroon,Spring,2017,Casual,Lakme Absolute Forever Silk Merlot Lip Liner 04,http://assets.myntassets.com/v1/images/style/properties/Lakme-Absolute-Forever-Silk-Merlot-Lip-Liner-04_c8d6d3b6dd55af9054bbfaebe199a212_images.jpg,55219.jpg
16348,22252,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2011,Casual,ID Men Blue Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/47b20c33085735552a92173fe5385461_images.jpg,22252.jpg
33133,26603,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2013,Sports,Puma Men Fox Black Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/a89f14335d33014c538290a51fa65558_images.jpg,26603.jpg
34590,55956,Women,Personal Care,Eyes,Mascara,Black,Summer,2019,Casual,Colorbar Women Lash Illusion Mascara Duo DM001,http://assets.myntassets.com/assets/images/55956/2019/1/11/d3504e06-17ea-4597-91ad-471381941dbd1547189140022-Colorbar-Women-Lash-Illusion-Mascara-Duo-DM001-6121547189139-1.jpg,55956.jpg
5384,8517,Unisex,Accessories,Bags,Backpacks,Navy Blue,Summer,2011,Sports,Nike Unisex Ultimatum Max Navy Blue Backpacks,http://assets.myntassets.com/v1/images/style/properties/05e3f7bf0592e21a8da6d99a5a1e9eed_images.jpg,8517.jpg
5424,39781,Men,Apparel,Topwear,Shirts,White,Summer,2012,Formal,Peter England Men Striped White Formal Shirt,http://assets.myntassets.com/v1/images/style/properties/33a1e461dbf81282c1de0a4ac40eb732_images.jpg,39781.jpg
36300,54683,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012,Ethnic,Shree Women Multicoloured Printed Kurta,http://assets.myntassets.com/v1/images/style/properties/Shree-Women-Multicoloured-Printed-Kurta_cd353dbf825db7a85ff7830571311a3e_images.jpg,54683.jpg
13951,56141,Women,Personal Care,Makeup,Eyeshadow,Copper,Spring,2017,Casual,Colorbar Copper Crush Eye Shadow 002,http://assets.myntassets.com/assets/images/56141/2019/1/11/bad29f05-41a1-4f31-aa1f-4d87aae366111547197419623-Colorbar-Copper-Crush-Eye-Shadow-002-2641547197419520-1.jpg,56141.jpg
22324,5669,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011,Casual,Tantra Men's Page Choco T-shirt,http://assets.myntassets.com/v1/images/style/properties/28f4bfef1e029a9a9226d03cebd21eb7_images.jpg,5669.jpg
17857,54534,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012,Sports,F Sports Men White Cyber Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/F-Sports-Men-White-Cyber-Sports-Shoes_c4d0734d5848355756b64cccf5e8f224_images.jpg,54534.jpg
15116,44674,Women,Apparel,Topwear,Shirts,Black,Summer,2012,Casual,Wills Lifestyle Women Black Shirt,http://assets.myntassets.com/v1/images/style/properties/a4257e08fa54036a558a803ceb648b77_images.jpg,44674.jpg
21934,23854,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011,Sports,ADIDAS Men Grey Stride Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/c146ae4f9baa0f9a81ea2edd9a7b44f2_images.jpg,23854.jpg
818,49696,Men,Free Items,Free Gifts,Ties,Blue,Summer,2012,Formal,Park Avenue Blue Patterned Tie,http://assets.myntassets.com/v1/images/style/properties/bd05aa349b14554591eae36bb48ac733_images.jpg,49696.jpg
8870,43421,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012,Casual,Spykar Men Navy Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/01ddaf654bb9e58b1d3670672d311ab6_images.jpg,43421.jpg
24084,50570,Men,Apparel,Innerwear,Trunk,Brown,Summer,2016,Casual,Chromozome Men Brown Trunks,http://assets.myntassets.com/v1/images/style/properties/5ad0bc73b05196c727ac70ba372d5ad8_images.jpg,50570.jpg
36276,24500,Women,Apparel,Topwear,Kurtas,Beige,Fall,2011,Ethnic,Mother Earth Women Beige Printed Kurta,http://assets.myntassets.com/v1/images/style/properties/1a81939708f4308027c41536b44832dd_images.jpg,24500.jpg
35056,2122,Women,Apparel,Topwear,Tops,Black,Winter,2010,Casual,Lee Women Black Top,http://assets.myntassets.com/v1/images/style/properties/f44a6d4bb43c903b0a52b15e99aa5d14_images.jpg,2122.jpg
12173,1933,Unisex,Accessories,Bags,Backpacks,Grey,Fall,2010,Sports,Quechua Arpenaz 20L Dark Grey Bag,http://assets.myntassets.com/v1/images/style/properties/3ef6225eebed2b0c73b72a74e896e131_images.jpg,1933.jpg
24,18461,Men,Personal Care,Fragrance,Deodorant,White,Spring,2017,Casual,David Beckham Signature Men Deos,http://assets.myntassets.com/v1/images/style/properties/3295fc148576955745c0b259d7968727_images.jpg,18461.jpg
35124,37142,Men,Apparel,Topwear,Shirts,Lavender,Summer,2012,Casual,Wills Lifestyle Men Lavender Gingham Shirt,http://assets.myntassets.com/v1/images/style/properties/dfd9d58d576fc34b2bf66a042fac22ed_images.jpg,37142.jpg
19468,37067,Women,Accessories,Bags,Handbags,Beige,Summer,2012,Casual,Lino Perros Women Beige Handbag,http://assets.myntassets.com/v1/images/style/properties/a0879e1893fafe98267e5b8ca8c530c5_images.jpg,37067.jpg
42758,34847,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,ADIDAS Men Response Team White Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/c4da6d1482eeb14145a051cbd5a87c56_images.jpg,34847.jpg
38804,27406,Women,Apparel,Loungewear and Nightwear,Lounge Shorts,Maroon,Winter,2015,Casual,Jockey Women Maroon Capris,http://assets.myntassets.com/v1/images/style/properties/c098fc2595a54da8b82eec3cc23fbaf7_images.jpg,27406.jpg
11362,59750,Women,Apparel,Innerwear,Briefs,Cream,Summer,2014,Casual,Avirate Cream Brief,http://assets.myntassets.com/v1/images/style/properties/Avirate-Cream-Brief_bacfb2e6ee3170b3a659dd6df6dd0d06_images.jpg,59750.jpg
29587,57476,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012,Casual,ID Men Grey Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/ID-Men-Charcoal-Casual-Shoes_869b20181d7cd75820dc0c9755c0e9c2_images.jpg,57476.jpg
16925,20689,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2011,Casual,Buckaroo Men Mirar Brown Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/fc003c38416f7e731fcc89dd73c1a4f2_images.jpg,20689.jpg
35468,1557,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011,Travel,Quechua Spacious Blue-Black Backpack,http://assets.myntassets.com/v1/images/style/properties/7233b46682d780c87b390552c4ac9c50_images.jpg,1557.jpg
35088,32266,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Navy Blue,Summer,2016,Casual,2go Active Gear USA Men Red Pele Track Pants,http://assets.myntassets.com/v1/images/style/properties/2go-ACTIVE-GEAR-USA-Men-Red-Pele-Track-Pants_dbbedab2344cff398d428d29499f2d5c_images.jpg,32266.jpg
31381,26471,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,Puma Men Classic Graphic  Navy Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/43378a85975c3916cc92c5edb33237c9_images.jpg,26471.jpg
39008,34224,Men,Apparel,Topwear,Tshirts,Green,Summer,2013,Casual,Proline Men Green T-shirt,http://assets.myntassets.com/v1/images/style/properties/ac4bcff1d089f8fe4c8619382aee1723_images.jpg,34224.jpg
5537,10379,Women,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,United Colors of Benetton Women Solid Red T-shirt,http://assets.myntassets.com/v1/images/style/properties/c17368d8119cfa568a8c5a2a204f4d52_images.jpg,10379.jpg
40242,41682,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Catwalk Women Black Heels,http://assets.myntassets.com/v1/images/style/properties/d32c2bebc541fcd34ed3bfb7dbfe254f_images.jpg,41682.jpg
27759,48259,Boys,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,The Amazing Spiderman Boys Black T-shirt,http://assets.myntassets.com/v1/images/style/properties/The-Amazing-Spiderman-Boys-Black-T-shirt_05aad55d973312cdc4f30b36059f524c_images.jpg,48259.jpg
42634,28226,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017,Casual,Playboy Men Hollywood Deo,http://assets.myntassets.com/v1/images/style/properties/fbba1bf2afe411eefcee9650e8171371_images.jpg,28226.jpg
8082,19059,Women,Apparel,Topwear,Kurtas,Black,Fall,2011,Ethnic,Aurelia Women Solid Black Kurta,http://assets.myntassets.com/v1/images/style/properties/c96d0862393f7544e7eca07a921ef556_images.jpg,19059.jpg
43607,14486,Men,Footwear,Shoes,Casual Shoes,Beige,Fall,2011,Casual,Flying Machine Men Casual Beige Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/b45559ea7808dcc378865ef69451ce70_images.jpg,14486.jpg
4346,54985,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Blue,Summer,2017,Casual,Femella Women Printed Blue Lounge Pants,http://assets.myntassets.com/v1/images/style/properties/Femella-Women-Blue-Pajama_d2d448980dca21f17efd5e10a4b62cca_images.jpg,54985.jpg
36347,35486,Men,Footwear,Shoes,Sports Shoes,White,Winter,2015,Casual,Bata Men Tennis White Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/9e12fffbb8011edd6d8b60376fd00095_images.jpg,35486.jpg
20468,36148,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Nike Men Dunk Low Black Shoes,http://assets.myntassets.com/v1/images/style/properties/ed8ce11012ed48591738eab4147a7d6f_images.jpg,36148.jpg
23246,55297,Women,Personal Care,Makeup,Eyeshadow,Multi,Spring,2017,Casual,Lakme Absolute Eye Chromatic Night Flash Baked Eye Shadow,http://assets.myntassets.com/v1/images/style/properties/Lakme-Absolute-Eye-Chromatic-Night-Flash-Baked-Eye-Shadow_57872550fc91d4c4944bbef2cfd38d98_images.jpg,55297.jpg
32945,6531,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2011,Casual,Nike Unisex Allegian Blue Backpack,http://assets.myntassets.com/v1/images/style/properties/08cf14963ebec852466f207503a43e8c_images.jpg,6531.jpg
38138,23543,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017,Casual,Police Men Original Perfume,http://assets.myntassets.com/v1/images/style/properties/ee1e8b5adf33af7d0ab1fa713a58808a_images.jpg,23543.jpg
13032,22059,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011,Ethnic,Vishudh Women Printed Brown Kurta,http://assets.myntassets.com/v1/images/style/properties/d3f18c9796dd7b65369de7a3f767beb9_images.jpg,22059.jpg
1864,18863,Men,Apparel,Topwear,Sweatshirts,Red,Fall,2011,Casual,Puma Men Heritage Red Sweatshirt,http://assets.myntassets.com/v1/images/style/properties/603ecfccc7a95b017d21ecb7c86be1be_images.jpg,18863.jpg
27850,1922,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Sports,Puma Mens Slim Fit Black Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/b0a035d03a79d09b7c55964ff51d40fe_images.jpg,1922.jpg
33925,25285,Women,Accessories,Bags,Handbags,Black,Fall,2012,Casual,Lino Perros Women Black Handbag,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Black-Handbag_6034edcb4be7a5d25aad5bc37a27974f_images.jpg,25285.jpg
37127,3897,Girls,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Disney Kids Girl's Pooh And Hearts White Kidswear,http://assets.myntassets.com/v1/images/style/properties/c8bf2e78e345a6a544f377bea7d6cc59_images.jpg,3897.jpg
35469,13785,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011,Formal,Belmonte Men Solid Black Trousers,http://assets.myntassets.com/v1/images/style/properties/ab43e5286fbf09dda684463e0d85a21f_images.jpg,13785.jpg
13774,4249,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011,Casual,Probase Men's Mirror On The Brown T-shirt,http://assets.myntassets.com/v1/images/style/properties/41b4829b96953dc71ff47a6e251ef907_images.jpg,4249.jpg
17911,14680,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Casual,Basics Men Yellow Striped Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/c57f2488ed406a694e0c5720bc5c76b5_images.jpg,14680.jpg
24511,44728,Women,Footwear,Flip Flops,Flip Flops,Purple,Summer,2012,Casual,Globalite Women Purple Flip Flops,http://assets.myntassets.com/v1/images/style/properties/778565dc1aa4f831f7ac3f2afe5c2f9b_images.jpg,44728.jpg
1359,20256,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Wrangler Men Wing Green T-shirt,http://assets.myntassets.com/v1/images/style/properties/86999335a121001cb4cbb3933f59dc6f_images.jpg,20256.jpg
37834,47692,Women,Accessories,Bags,Handbags,Olive,Summer,2012,Casual,Murcia Women Olive Handbag,http://assets.myntassets.com/v1/images/style/properties/Murcia-Women-Olive-Handbag_5b535302eed5bc6937246a6b5724c77d_images.jpg,47692.jpg
35673,15475,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Puma Men Logo Blue Tshirts,http://assets.myntassets.com/v1/images/style/properties/771fecf8011553c9661ee6a5f559b794_images.jpg,15475.jpg
29707,52569,Women,Accessories,Bags,Clutches,White,Summer,2012,Casual,Mod'acc Women White Clutch,http://assets.myntassets.com/v1/images/style/properties/Modacc-Women-White-Clutch_700d84265f05b782a65cbd23ccee22ff_images.jpg,52569.jpg
6279,12847,Boys,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Ant Kids Boys National Champion Black Tshirts,http://assets.myntassets.com/v1/images/style/properties/09359395fafdff5f790e205af6465a8b_images.jpg,12847.jpg
32635,26414,Men,Apparel,Topwear,Shirts,Green,Summer,2012,Casual,Turtle Men Check Green Shirt,http://assets.myntassets.com/v1/images/style/properties/0122e3d871b75213ffa4cbba62164a57_images.jpg,26414.jpg
2900,10294,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2012,Formal,Clarks Men Feeling Good Leather Brown Formal Shoes,http://assets.myntassets.com/v1/images/style/properties/91b438e6f6ad7cf63571fdea86dc7f68_images.jpg,10294.jpg
32661,21403,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Locomotive Men Printed Grey T-shirt,http://assets.myntassets.com/v1/images/style/properties/f51adb067283149997bfe093b445fd0b_images.jpg,21403.jpg
20034,31158,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual,Gini and Jony Boys Yellow T-shirt,http://assets.myntassets.com/v1/images/style/properties/4f7b1f58f01cc248b3d1c5f5cf638896_images.jpg,31158.jpg
35297,32439,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Sports,ADIDAS Men Black T-shirt,http://assets.myntassets.com/v1/images/style/properties/9b9d845602cecb5295d1e13760357797_images.jpg,32439.jpg
20598,3587,Unisex,Footwear,Shoes,Casual Shoes,Red,Fall,2013,Casual,Converse Unisex Red Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/Converse-Unisex-Red-Casual-Shoes_f8fca0cbf0b171e12f6034b3a19bd0e2_images.jpg,3587.jpg
20625,20220,Men,Apparel,Topwear,Sweaters,Navy Blue,Fall,2011,Casual,Wrangler Men Rib Navy Sweater,http://assets.myntassets.com/v1/images/style/properties/4566097aa067c307afa84316add829db_images.jpg,20220.jpg
11969,14908,Women,Accessories,Eyewear,Sunglasses,Blue,Winter,2016,Casual,United Colors of Benetton Women Funky Blue Sunglasses,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Women-Funky-Blue-Sunglassesc6a126e1cef03a1adeb82746f765aedc_images.jpg,14908.jpg
36397,24190,Unisex,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Converse Unisex Chuck Taylor White Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/f2af39fb559d8c2220d4897d89bb0075_images.jpg,24190.jpg
28873,39491,Unisex,Accessories,Wallets,Wallets,Black,Winter,2015,Casual,Wildcraft Unisex Black Wallet,http://assets.myntassets.com/v1/images/style/properties/Wildcraft-Unisex-Black-Wallet_00fdaa9589e3fe8b97824e1040f63141_images.jpg,39491.jpg
22564,34265,Women,Apparel,Topwear,Dupatta,Cream,Summer,2012,Ethnic,Fabindia Women Cream Chanderi Dupatta,http://assets.myntassets.com/v1/images/style/properties/ba6e8f01f8d6e973ea11562c26aea2aa_images.jpg,34265.jpg
30425,17132,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Lino Perros Women Stripes Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/988078e19f86a4d13dd9b786ac4b1341_images.jpg,17132.jpg
36163,32039,Men,Accessories,Socks,Socks,Grey,Summer,2016,Casual,Playboy Men Grey & Black Socks,http://assets.myntassets.com/v1/images/style/properties/574cda6f9aa0321c94ec7c20fa8a7685_images.jpg,32039.jpg
31032,41570,Women,Apparel,Dress,Dresses,Pink,Summer,2012,Casual,AND Women Pink Dress,http://assets.myntassets.com/v1/images/style/properties/AND-Women-Pink-Dress_02f26736c83d2ea88658701766922c48_images.jpg,41570.jpg
1351,57304,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual,Rocia Women Brown Wedges,http://assets.myntassets.com/v1/images/style/properties/Rocia-Women-Brown-Sandals_2f5eb8becdac0a5fe7238acde097614e_images.jpg,57304.jpg
20022,39107,Boys,Accessories,Headwear,Caps,Blue,Summer,2012,Sports,ADIDAS Mumbai Indians Boys Blue Match Cap,http://assets.myntassets.com/v1/images/style/properties/8b43f9504f059bb9ea35a002b085c633_images.jpg,39107.jpg
4981,34260,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,Gini and Jony Boys Printed Red T-shirt,http://assets.myntassets.com/v1/images/style/properties/3390909d8edd2765c656354c3871bbf1_images.jpg,34260.jpg
38488,55366,Women,Personal Care,Nails,Nail Polish,Brown,Spring,2017,Casual,Revlon Mocha Express Nail Polish 343,http://assets.myntassets.com/v1/images/style/properties/Revlon-Mocha-Express-Nail-Polish-343_6b308160c0b48e4af6cf31cf88c8a5a0_images.jpg,55366.jpg
28316,23557,Men,Personal Care,Fragrance,Perfume and Body Mist,Navy Blue,Spring,2017,Casual,Police Pure Men Perfume,http://assets.myntassets.com/v1/images/style/properties/fff265c26c87c81da2685cf73243d572_images.jpg,23557.jpg
43771,30089,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Ed Hardy Men Black Dial Watch,http://assets.myntassets.com/v1/images/style/properties/Ed-Hardy-Men-Watches_7dbda4f6945f045630011994e3a71889_images.jpg,30089.jpg
902,36750,Girls,Apparel,Dress,Dresses,Navy Blue,Summer,2012,Casual,Little Miss Girls Chatterbox Navy Blue Dress,http://assets.myntassets.com/v1/images/style/properties/0d3b2725d327a275c52c6f999e3982eb_images.jpg,36750.jpg
12764,51560,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Men Black Dial Watch 3062pp04,http://assets.myntassets.com/v1/images/style/properties/c2ca65e16dd0a829e183f93b5bee826c_images.jpg,51560.jpg
3845,47358,Women,Accessories,Wallets,Wallets,Olive,Fall,2012,Casual,Baggit Women Olive Green Sanjara Jhuti Wallet,http://assets.myntassets.com/v1/images/style/properties/457ac87cd20093f15b3596eda64f4846_images.jpg,47358.jpg
41571,16382,Men,Apparel,Bottomwear,Trousers,Charcoal,Fall,2011,Formal,Peter England Men Solid Grey Trouser,http://assets.myntassets.com/v1/images/style/properties/4455721a7791e01e6b98562032801077_images.jpg,16382.jpg
37919,7003,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,s.Oliver Men's Sky Polo Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/d1017fe4e53576bdaea39917a0fddaa7_images.jpg,7003.jpg
8655,11895,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011,Formal,Franco Leone Men Formal Black Formal Shoes,http://assets.myntassets.com/v1/images/style/properties/52a954979b98992d7ef292f0f26c40e3_images.jpg,11895.jpg
40738,7548,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Sports,Nike Men's As Walkthrough Black T-shirt,http://assets.myntassets.com/v1/images/style/properties/0dea88f28400e4e1f9f432a58ffe5939_images.jpg,7548.jpg
18120,30673,Men,Accessories,Eyewear,Sunglasses,Gold,Winter,2016,Casual,Park Avenue Men Gold Sunglasses,http://assets.myntassets.com/v1/images/style/properties/ff2324b841e331b0e069812efc188842_images.jpg,30673.jpg
