,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image,filename,price
8439,19208,Men,Accessories,Headwear,Caps,Grey,Summer,2011,Casual,United Colors of Benetton Men Check Grey Cap,http://assets.myntassets.com/v1/images/style/properties/374a04489dd0845c68205f6ee000b781_images.jpg,19208.jpg,45.0
4220,41454,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012,Casual,Lee Cooper Men White Shoes,http://assets.myntassets.com/v1/images/style/properties/a10af61df2d146c2c714afde54623cbd_images.jpg,41454.jpg,200.0
1477,37625,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Madagascar3 Boys White Printed T-Shirt,http://assets.myntassets.com/v1/images/style/properties/43e0c211ed17299de07469922aea1f1b_images.jpg,37625.jpg,95.0
8154,4806,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports,ADIDAS Men's Edge Polo Steel Blue Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/eb2d8375b6f165d87d175213a5fee870_images.jpg,4806.jpg,210.0
4952,52416,Women,Apparel,Loungewear and Nightwear,Night suits,Purple,Winter,2015,Casual,Red Rose Women Purple Pyjama Set,http://assets.myntassets.com/v1/images/style/properties/Red-Rose-Women-Purple-Pyjama-Set_af70fb9512418fe9307d188bbdebd124_images.jpg,52416.jpg,25.0
2974,58943,Women,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017,Casual,Taylor of London Women Panache Perfume,http://assets.myntassets.com/v1/images/style/properties/Taylor-of-London-Women-Panache-Perfume_39badf36bf6381f14155a1094f90eb60_images.jpg,58943.jpg,185.0
2512,31174,Girls,Apparel,Topwear,Tops,Red,Summer,2012,Casual,Gini and Jony Girls Red Top,http://assets.myntassets.com/v1/images/style/properties/2b8a45322790bea5db64fc46b8d93f8f_images.jpg,31174.jpg,120.0
3360,11725,Men,Apparel,Topwear,Tshirts,Orange,Fall,2011,Casual,Lee Men Printed Orange Tshirts,http://assets.myntassets.com/v1/images/style/properties/b7816c6da894be58b735f9e9bef0f7cd_images.jpg,11725.jpg,185.0
8205,36429,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Spinn Men Brash White Shoes,http://assets.myntassets.com/v1/images/style/properties/26d78d9f593b890034dddb9ecfdd048e_images.jpg,36429.jpg,55.0
4760,3798,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Spring,2013,Casual,Converse Men's As Canvas Ox Navy Blue Shoe,http://assets.myntassets.com/v1/images/style/properties/88d4ecab35d6c2fa4c23a2423deabf27_images.jpg,3798.jpg,110.0
3350,53590,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Q&Q Women White Dial Watch,http://assets.myntassets.com/v1/images/style/properties/Q-Q-Women-White-Watch_166697d55172f9d197544f232c975186_images.jpg,53590.jpg,200.0
4634,7307,Women,Apparel,Topwear,Tops,White,Summer,2011,Casual,UCB Women Sleeveless White Top,http://assets.myntassets.com/v1/images/style/properties/307bf3a8c78f2453d08a8c3c5709e263_images.jpg,7307.jpg,75.0
2890,52021,Women,Apparel,Loungewear and Nightwear,Lounge Tshirts,Brown,Summer,2016,Casual,Inaya Women Lounge Top,http://assets.myntassets.com/v1/images/style/properties/Inaya-Women-Lounge-Top_f095a1ea415ff8215fc8eef26f47437d_images.jpg,52021.jpg,220.0
1002,12155,Women,Apparel,Bottomwear,Leggings,Beige,Fall,2011,Ethnic,Aurelia Women Solid Beige Leggings,http://assets.myntassets.com/v1/images/style/properties/cded5e2f6f4a18a4bd4d7e79566e7fa0_images.jpg,12155.jpg,40.0
7368,26641,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Puma Men Drift White Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/8bac9ea1f9f2dc6fa47812c2e5f4a7b0_images.jpg,26641.jpg,60.0
1556,57350,Women,Apparel,Innerwear,Bra,Black,Winter,2015,Casual,Amante Black T-Shirt Bra BGSB01,http://assets.myntassets.com/v1/images/style/properties/Amante-Black-Floral-Romance-Bra_f682238d4aab13bfbd4b2144770fa4d5_images.jpg,57350.jpg,120.0
5347,18059,Women,Accessories,Wallets,Wallets,Beige,Winter,2015,Casual,Lino Perros Women Solid Beige Wallet,http://assets.myntassets.com/v1/images/style/properties/a522260fef52af474f16b94574e7b68b_images.jpg,18059.jpg,160.0
9153,37562,Girls,Apparel,Topwear,Rompers,Green,Summer,2012,Casual,Madagascar3 Infant Boys Light Green Snapsuit Romper,http://assets.myntassets.com/v1/images/style/properties/d60008aa386eb463ba3e288f9ae144bb_images.jpg,37562.jpg,205.0
1954,35982,Women,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,Flying Machine Women Grey T-shirt,http://assets.myntassets.com/v1/images/style/properties/18a43c19b19c052061d02671f7b28e51_images.jpg,35982.jpg,150.0
5390,25924,Women,Apparel,Topwear,Tshirts,Orange,Summer,2012,Casual,Femella Women Orange T-shirt,http://assets.myntassets.com/v1/images/style/properties/597d93bc806f2b8d8a82a619768f3408_images.jpg,25924.jpg,35.0
8365,58899,Men,Accessories,Ties,Ties,Grey,Summer,2012,Casual,Hakashi Men Grey Silk Tie,http://assets.myntassets.com/v1/images/style/properties/Hakashi-Men-Grey-Tie_5d4951cec921d3a1cb28ac0de987a471_images.jpg,58899.jpg,195.0
9232,25437,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual,Lee Men Fashion Black Wallet,http://assets.myntassets.com/v1/images/style/properties/cfb2b9dd41ea8c37ce6a3781e2b2cb32_images.jpg,25437.jpg,125.0
2750,19570,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Printed Blue TShirt,http://assets.myntassets.com/v1/images/style/properties/7e71fa597406056a66e48e5a029f29a2_images.jpg,19570.jpg,55.0
2824,10851,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011,Casual,Wrangler Men Applique Polo Brown T-Shirts,http://assets.myntassets.com/v1/images/style/properties/0d22c810101b6c61ce07bc9cbedb884b_images.jpg,10851.jpg,50.0
166,45869,Men,Accessories,Watches,Watches,Brown,Winter,2016,Casual,Maxima Men Brown Dial Watch,http://assets.myntassets.com/v1/images/style/properties/f0a2359518806948aa76a37b1c9fe2a9_images.jpg,45869.jpg,170.0
6171,50491,Men,Apparel,Innerwear,Trunk,Blue,Winter,2016,Casual,Chromozome Men Blue Trunks,http://assets.myntassets.com/v1/images/style/properties/00d1a90951389fbaae44c1f2a0f8ba11_images.jpg,50491.jpg,95.0
1826,54142,Women,Footwear,Shoes,Heels,Beige,Winter,2012,Casual,Rocia Women Beige Sandals,http://assets.myntassets.com/v1/images/style/properties/bb5014984faaf2938d1437ca0b60bd73_images.jpg,54142.jpg,70.0
9918,56961,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,HM Women Black Flats,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Black-Sandals_fb7d934c7fa54ee7737e577f25a4e2b1_images.jpg,56961.jpg,25.0
9360,48201,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016,Casual,United Colors of Benetton Men Grey Sunglasses,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Men-Grey-Sunglass_4e1b0024e4c9f9baebcde6ef247ecf61_images.jpg,48201.jpg,180.0
5572,33933,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,Citizen Women Black Dial Watch,http://assets.myntassets.com/v1/images/style/properties/ec61e7d5fe77422371334c2ace1dbb1a_images.jpg,33933.jpg,150.0
750,21946,Women,Accessories,Bags,Handbags,Black,Winter,2015,Casual,Murcia Women Casual Black Handbag,http://assets.myntassets.com/v1/images/style/properties/618749890e73cc6094d688ec6fa17287_images.jpg,21946.jpg,90.0
8948,5986,Men,Apparel,Topwear,Shirts,Black,Summer,2011,Casual,Locomotive Men Black Pink Checked Shirt,http://assets.myntassets.com/v1/images/style/properties/e83461d6384e82a59b551db9e294e3ce_images.jpg,5986.jpg,75.0
1093,19743,Women,Accessories,Headwear,Caps,Blue,Fall,2011,Casual,United colors of benetton Women Blue Cap,http://assets.myntassets.com/v1/images/style/properties/4eaeb2592ca04c30edb98059e3776a35_images.jpg,19743.jpg,140.0
3363,5432,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Nike Men's Cruiser Run The City Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/76441abcb90a8f7be52ab554a48991db_images.jpg,5432.jpg,180.0
301,4988,Women,Apparel,Dress,Dresses,White,Summer,2011,Casual,Gini and Jony Girl's Vanya White Polka Dot Kidswear,http://assets.myntassets.com/v1/images/style/properties/e7559ae62df37abf5338b7992aa8c628_images.jpg,4988.jpg,65.0
9800,32427,Men,Apparel,Bottomwear,Shorts,Black,Summer,2010,Casual,ADIDAS Men Black 3/4 Length Pants,http://assets.myntassets.com/v1/images/style/properties/Adidas-Men-Black-34-Length-Pants_0bf72981f5caba4ef516a46b0e5ac160_images.jpg,32427.jpg,50.0
5719,20385,Women,Accessories,Bags,Handbags,Purple,Winter,2015,Casual,Baggit Women Flare Baby Purple Handbag,http://assets.myntassets.com/v1/images/style/properties/4c3ebc19d86c3f12be3462562e74093f_images.jpg,20385.jpg,115.0
9435,28921,Men,Accessories,Bags,Laptop Bag,Black,Summer,2012,Casual,Cabarelli Men Black Laptop Bag,http://assets.myntassets.com/v1/images/style/properties/123139b6912e6e284a60db38e0cb59cc_images.jpg,28921.jpg,155.0
9058,29493,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Giordano Women Chronograph White Dial Watch,http://assets.myntassets.com/v1/images/style/properties/426566757a9af2cf6695b3c10899a834_images.jpg,29493.jpg,40.0
7099,6569,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Sports,Nike Men's Challenger Logo White T-shirt,http://assets.myntassets.com/v1/images/style/properties/834bf136cb53fd03ce99c207f2d191e2_images.jpg,6569.jpg,100.0
7617,7025,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,s.Oliver Men's All you Need Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/868bed194b78afc0a3c0670b4ed11e9d_images.jpg,7025.jpg,155.0
339,8117,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Men New Analog Black Navy Watch,http://assets.myntassets.com/v1/images/style/properties/971d32f5f437a3e65d852648dd6bbdad_images.jpg,8117.jpg,135.0
1298,16162,Men,Footwear,Sandal,Sandals,Black,Fall,2011,Casual,Enroute Men Leather Black Sandals,http://assets.myntassets.com/v1/images/style/properties/2aad2e1edb9ea3e6c318df98205f574b_images.jpg,16162.jpg,105.0
6685,35661,Men,Footwear,Sandal,Sandals,White,Summer,2012,Casual,U.S. Polo Assn. Men White Sandals,http://assets.myntassets.com/v1/images/style/properties/31738dd11925449fe397ac0471b1781e_images.jpg,35661.jpg,125.0
9061,27509,Women,Apparel,Innerwear,Bra,Red,Fall,2015,Casual,Jockey Red T-shirt Bra SS15,http://assets.myntassets.com/v1/images/style/properties/3677df4e6b515a36e215452a66557d50_images.jpg,27509.jpg,25.0
1593,9602,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Scullers Men Scul White & Red Shirt,http://assets.myntassets.com/v1/images/style/properties/aae2b9f9d775f4840c2984ffcb370f3d_images.jpg,9602.jpg,155.0
9867,19631,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,United Colors of Benetton Men Solid Grey T-shirt,http://assets.myntassets.com/v1/images/style/properties/30d80c66e49c2232873ce298aaf546f2_images.jpg,19631.jpg,150.0
8243,19630,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,United Colors of Benetton Men Black T-shirt,http://assets.myntassets.com/v1/images/style/properties/0af4d69664171651e6e5b75e33f2b950_images.jpg,19630.jpg,190.0
8031,16647,Men,Apparel,Topwear,Tshirts,Red,Summer,2016,Casual,Facit Men Polo Tee Red Tshirt,http://assets.myntassets.com/v1/images/style/properties/c6022879789101a72fdc7abe5d2a4a23_images.jpg,16647.jpg,105.0
661,54120,Women,Footwear,Shoes,Flats,Beige,Winter,2012,Casual,Rocia Women Beige Flats,http://assets.myntassets.com/v1/images/style/properties/24f753782c9608794f668bb11e121a37_images.jpg,54120.jpg,95.0
809,51669,Men,Accessories,Eyewear,Sunglasses,Silver,Winter,2016,Casual,Louis Philippe Men Grey Sunglasses,http://assets.myntassets.com/v1/image/style/properties/51669/Louis-Philippe-Men-Grey-Sunglasses_1_c75b3dc92d6a6aff6266a8b4aa6b111f.jpg,51669.jpg,100.0
4947,37081,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Lino Perros Women Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/94788f67542271185166c967a0ccd97a_images.jpg,37081.jpg,160.0
182,30650,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Nike Men Printed Black T-shirt,http://assets.myntassets.com/v1/images/style/properties/75c8932f3b5a274c73e3c94f95540d7b_images.jpg,30650.jpg,210.0
6459,15437,Women,Accessories,Bags,Handbags,Brown,Fall,2011,Casual,Hidekraft Women Leather Brown Handbags,http://assets.myntassets.com/v1/images/style/properties/Hidekraft-Women-Leather-Brown-Handbagscddffb859deb483ad033c7133d09aa1d_images.jpg,15437.jpg,65.0
1577,7105,Unisex,Accessories,Bags,Backpacks,Green,Winter,2015,Casual,Wildcraft Unisex Green Backpack,http://assets.myntassets.com/v1/images/style/properties/05ca1d476cec6e8a1e105b9fa52915fe_images.jpg,7105.jpg,135.0
8882,52305,Women,Accessories,Jewellery,Necklace and Chains,Blue,Winter,2016,Casual,ToniQ Women Blue Beaded Necklace,http://assets.myntassets.com/v1/images/style/properties/788d6106c321a9ad7c66ce697fc7fe3d_images.jpg,52305.jpg,130.0
3467,5897,Women,Footwear,Shoes,Casual Shoes,White,Summer,2011,Casual,Puma Women's Feuerwerk White Shoe,http://assets.myntassets.com/v1/images/style/properties/37d72c60951ca0f40881af33bc60e833_images.jpg,5897.jpg,195.0
4684,10834,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Wrangler Men Grey Polo Tshirts,http://assets.myntassets.com/v1/images/style/properties/8f8698ee2f8e83b32d71857f21b1c701_images.jpg,10834.jpg,25.0
2833,1608,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,2010,Sports,Reebok Track Pants Jet Black,http://assets.myntassets.com/v1/images/style/properties/7e926cb094cf06c4d7bd2196b5b25bb8_images.jpg,1608.jpg,130.0
8353,29664,Men,Apparel,Topwear,Shirts,White,Summer,2012,Casual,Indigo Nation Men White Shirt,http://assets.myntassets.com/v1/images/style/properties/9edde0a65a489d9e38242c679263af82_images.jpg,29664.jpg,125.0
8357,12419,Men,Accessories,Wallets,Wallets,Black,Fall,2011,Casual,Reid & Taylor Men Casual Black Wallets,http://assets.myntassets.com/v1/images/style/properties/020c8815061d15022082cd1d916f78b6_images.jpg,12419.jpg,165.0
9973,38328,Girls,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,Hannah Montana Girls Pink Top,http://assets.myntassets.com/v1/images/style/properties/ca791a4fd15edf47eec63b406a8058d4_images.jpg,38328.jpg,25.0
645,26732,Women,Personal Care,Fragrance,Deodorant,Purple,Spring,2017,Casual,Reebok Women Reestyle Deo,http://assets.myntassets.com/v1/images/style/properties/6fb082f65d44f4202ec31a692072c670_images.jpg,26732.jpg,200.0
3701,45295,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,CASIO SHEEN Women Silver-Toned Dial Watch SX042,http://assets.myntassets.com/assets/images/45295/2016/2/11/11455184688407-Casio-Women-White-Dial-Watch-3591455184688103-1.jpg,45295.jpg,55.0
3174,2842,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Mr.Men Men's Mr.Mischief Grey T-shirt,http://assets.myntassets.com/v1/images/style/properties/b8cf77e0132bdc4c4d473df3e0c999d0_images.jpg,2842.jpg,225.0
6546,3873,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Wrangler Men's Quality Gurtd Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/ed264677b9f8f5b7faa62f865c52b8a5_images.jpg,3873.jpg,195.0
1718,57539,Men,Accessories,Belts,Belts,Olive,Summer,2010,Casual,Flying Machine Men Olive Belt,http://assets.myntassets.com/v1/images/style/properties/Flying-Machine-Men-Olive-Belt_71d627e6a3876b780a266dde04d13cc6_images.jpg,57539.jpg,210.0
42,23278,Men,Accessories,Watches,Watches,Off White,Winter,2016,Casual,Maxima Ssteele Men Off White Watch,http://assets.myntassets.com/v1/images/style/properties/93aa34922c6446706c003ba2255747f5_images.jpg,23278.jpg,65.0
9183,55116,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017,Casual,Lakme Absolute Mattreal Beige Honey Skin Natural Mousse 05,http://assets.myntassets.com/assets/images/55116/2018/5/3/11525323273896-Lakme-Absolute-Mattreal-Beige-Honey-Skin-Natural-Mousse-05-5201525323273864-1.jpg,55116.jpg,185.0
9722,14747,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Arrow Men Blue Striped Shirt,http://assets.myntassets.com/v1/images/style/properties/Arrow-Men-Blue-Striped-Shirt_728158bf71362785ebaf6c0516f379c1_images.jpg,14747.jpg,170.0
4170,2672,Women,Accessories,Bags,Handbags,Red,Winter,2015,Ethnic,Murcia Women Ethnic Hand Bag,http://assets.myntassets.com/v1/images/style/properties/bee25f60b97bf1fb45da9a3b6ee11887_images.jpg,2672.jpg,70.0
2446,45657,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016,Casual,Park Avenue Men Navy Blue Boxer Briefs,http://assets.myntassets.com/v1/images/style/properties/Park-Avenue-Men-Navy-Blue-Boxer-Briefs_4172080129e0ede8aa5b1524c2d714f9_images.jpg,45657.jpg,45.0
7994,50294,Men,Accessories,Ties,Ties,Black,Summer,2012,Formal,Parx Men Black Tie,http://assets.myntassets.com/v1/images/style/properties/e66e932b71d69f58e66d0e6c836d00d1_images.jpg,50294.jpg,45.0
7893,24749,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Nike Men 2.04 SL Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/3485ed6939fbe5d114a5c2203168a91f_images.jpg,24749.jpg,135.0
9572,30572,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Opium Men Aviator Black Sunglasses,http://assets.myntassets.com/v1/images/style/properties/68f2f4a5805e7b29e6d4c0f2fe4160df_images.jpg,30572.jpg,70.0
8163,53876,Men,Footwear,Flip Flops,Flip Flops,Green,Summer,2012,Casual,U.S. Polo Assn. Men Green Flip Flops,http://assets.myntassets.com/v1/images/style/properties/US-Polo-Assn-Men-Green-Flip-Flops_0985e106a0040fa9f34ccf30dd4576d9_images.jpg,53876.jpg,110.0
8482,33563,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual,Wrangler Women Butterfly Yellow T-shirt,http://assets.myntassets.com/v1/images/style/properties/0f50993bfbe6dcd1a247934d32928fc7_images.jpg,33563.jpg,75.0
7783,19637,Women,Apparel,Topwear,Tops,Grey,Summer,2011,Casual,United Colors of Benetton Women Solid Grey Top,http://assets.myntassets.com/v1/images/style/properties/d7f80908b4cc457930fa5ebd2b95f6c6_images.jpg,19637.jpg,150.0
4971,52072,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Myntra Men Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/Myntra-Men-Blue-T-shirt_9ac30bdda791f5aadb38db972acd404d_images.jpg,52072.jpg,105.0
9550,47612,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Portia Women Black Wedges,http://assets.myntassets.com/v1/images/style/properties/c8217334b4034927b72f2caa37812506_images.jpg,47612.jpg,135.0
2943,28806,Men,Apparel,Topwear,Shirts,Black,Summer,2012,Casual,Denizen Men Check Black Shirt,http://assets.myntassets.com/v1/images/style/properties/a0bb2dc080a0d54e0aeb5551e2eb64ad_images.jpg,28806.jpg,135.0
516,58719,Women,Apparel,Topwear,Kurtas,Off White,Summer,2012,Ethnic,ALayna Women Off White  Kurta,http://assets.myntassets.com/v1/images/style/properties/ALayna-Women-Off-White-Kurta_7bcf85e4b08cb7c1dd41f805d4dfae1d_images.jpg,58719.jpg,40.0
6647,22877,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,2012,Casual,Woodland Men Olive Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/75f447383ea97eb33ead437758fcbc64_images.jpg,22877.jpg,35.0
4648,46212,Women,Accessories,Jewellery,Bangle,Yellow,Winter,2015,Casual,Adrika Women Yellow Bangle,http://assets.myntassets.com/v1/images/style/properties/a23557888d1099631c54e00782ec53e3_images.jpg,46212.jpg,225.0
7720,54401,Women,Accessories,Wallets,Wallets,Pink,Summer,2012,Casual,Baggit Women Pink Wallet,http://assets.myntassets.com/v1/images/style/properties/Baggit-Women-Pink-Wallet_97d952fd1e1f89b343618b7dcb9b2c9b_images.jpg,54401.jpg,190.0
6299,48467,Women,Apparel,Dress,Dresses,Red,Summer,2012,Casual,French Connection Women Red Dress,http://assets.myntassets.com/v1/images/style/properties/French-Connection-Women-Red-Dress_f390ad36881dd65adc8e64a875548259_images.jpg,48467.jpg,225.0
1707,34259,Men,Apparel,Bottomwear,Tracksuits,Grey,Summer,2012,Sports,Proline Men Grey Tracksuit,http://assets.myntassets.com/v1/images/style/properties/2b643a41cb468d6d90a1ecef8e11442c_images.jpg,34259.jpg,215.0
3617,29911,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Police Men Black Dial Watch PL12176JS02A,http://assets.myntassets.com/v1/images/style/properties/Police-Men-Black-Watch_33bebfabf526930310c189dd322da91b_images.jpg,29911.jpg,35.0
8491,53486,Women,Apparel,Innerwear,Bra,Black,Winter,2015,Sports,Amante Black Sports Bra BCST11,http://assets.myntassets.com/v1/images/style/properties/Amante-Black-Sports-Bra_dad66d7301083f2ed958f011cd7538e5_images.jpg,53486.jpg,175.0
6514,46394,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,ADIDAS Men Blue & Black Check Shirt,http://assets.myntassets.com/v1/images/style/properties/6542ae3e9a1039982ad41aca7374ee42_images.jpg,46394.jpg,195.0
3703,10097,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Reebok Men Reeflex Run White Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/a947ceec9e8c493229417e1a1390417e_images.jpg,10097.jpg,120.0
9057,51589,Women,Apparel,Bottomwear,Jeggings,Blue,Summer,2012,Casual,Wrangler Women Blue Jeggings,http://assets.myntassets.com/v1/images/style/properties/5a4768afd3264994a1f333c4a656463d_images.jpg,51589.jpg,100.0
8804,4405,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Nirvana Men's Shoulder Fade Black T-shirt,http://assets.myntassets.com/v1/images/style/properties/2e68af5061274b636d32e3301c821836_images.jpg,4405.jpg,70.0
5238,10496,Women,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Flying Machine Women RN White Tshirts,http://assets.myntassets.com/v1/images/style/properties/1fc776f8c0e5d1efeae5df33ebc36e54_images.jpg,10496.jpg,185.0
6174,47426,Women,Accessories,Wallets,Wallets,Maroon,Summer,2012,Casual,Baggit Women Maroon Wallet,http://assets.myntassets.com/v1/images/style/properties/d39f0abb3bffb4ca95aef2898d6b04ca_images.jpg,47426.jpg,220.0
6387,27733,Women,Accessories,Bags,Handbags,Grey,Winter,2015,Casual,Murcia Women Grey Handbag,http://assets.myntassets.com/v1/images/style/properties/7a5b51ca461a9fb994ad3b904c93256c_images.jpg,27733.jpg,60.0
1387,6211,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,UCB Women's Print Boat Blue Top,http://assets.myntassets.com/v1/images/style/properties/6a927c672066f9d85bf3c7cf57453c1b_images.jpg,6211.jpg,90.0
1060,48929,Women,Accessories,Jewellery,Ring,Silver,Fall,2012,Casual,Lucera Women Silver Ring,http://assets.myntassets.com/v1/images/style/properties/Lucera-Women-Silver-Ring_8ef7c74bbd7dc6cef1bde6065ffc575c_images.jpg,48929.jpg,165.0
586,26164,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012,Formal,John Miller Men Striped Grey Trousers,http://assets.myntassets.com/v1/images/style/properties/5b8f4d8f89d556b20cdba75bad71a23e_images.jpg,26164.jpg,145.0
6887,9348,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,2011,Casual,Puma Men Bermudas Navy Blue Shorts,http://assets.myntassets.com/v1/images/style/properties/d19a0276c4c2f73de3d1df43c2659ca6_images.jpg,9348.jpg,210.0
6411,4094,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,Classic Polo Men's NAvy Melange T-shirt,http://assets.myntassets.com/v1/images/style/properties/dbd8e3622538cec3489572426f186c01_images.jpg,4094.jpg,135.0
8303,39630,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Nike Men Tiempo Natural IV Vtr White Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/762fcd474543c21a11c085bb55609c9a_images.jpg,39630.jpg,185.0
5075,45832,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Vishudh Women White Kurta,http://assets.myntassets.com/v1/images/style/properties/d799cc66324f3c73f8f04b0634e5b8c2_images.jpg,45832.jpg,70.0
2033,17814,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Lee Cooper Men  Black Casual Shoe,http://assets.myntassets.com/v1/images/style/properties/66378e03115ef568fb9c485f5314738f_images.jpg,17814.jpg,215.0
1288,2275,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,Nike Mens Challenger Graphic White T-shirt,http://assets.myntassets.com/v1/images/style/properties/388fac9b69511adcaa473fa2d567389f_images.jpg,2275.jpg,195.0
8084,11234,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011,Casual,Flying Machine Women Lowrise Black Jeans,http://assets.myntassets.com/v1/images/style/properties/232f9fd7d19b937f0c1251a2fa0e58fb_images.jpg,11234.jpg,160.0
371,11947,Men,Footwear,Sandal,Sandals,Olive,Summer,2012,Casual,Ganuchi Men Casual Olive Sandals,http://assets.myntassets.com/v1/images/style/properties/464879391de4e1a7b881dad3b7bd83a8_images.jpg,11947.jpg,200.0
6477,17360,Men,Accessories,Accessories,Accessory Gift Set,Red,Fall,2011,Formal,Arrow Men Formal Red Tie+Cufflink+Pocket square - Combo Pack,http://assets.myntassets.com/v1/images/style/properties/409ede1de922b7f7e4ae114d7e53c340_images.jpg,17360.jpg,135.0
3349,58178,Women,Accessories,Bags,Handbags,Grey,Summer,2012,Casual,Rocky S Women Grey Handbag,http://assets.myntassets.com/v1/images/style/properties/Rocky-S-Women-Grey-Handbag_d82a89ed00437e2d1aa319cb2bf7d12c_images.jpg,58178.jpg,125.0
2111,8940,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Indigo Nation Men Reversible Bling Red Shirts,http://assets.myntassets.com/v1/images/style/properties/871f555e1b7380855ec22d5e6381716c_images.jpg,8940.jpg,115.0
8512,26879,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,Jealous 21 Women Printed Blue Top,http://assets.myntassets.com/v1/images/style/properties/30a5e774f373764e3e1a0f693164a77c_images.jpg,26879.jpg,165.0
2862,51805,Women,Apparel,Innerwear,Bra,Pink,Summer,2016,Casual,Bwitch Light Pink Bra,http://assets.myntassets.com/v1/images/style/properties/1d52084824d2d5fe5172db50db398e63_images.jpg,51805.jpg,80.0
7541,24129,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011,Casual,ADIDAS Men Printed Black Sweatshirt,http://assets.myntassets.com/v1/images/style/properties/b214216a89cb6914e4dc20656bca7cf7_images.jpg,24129.jpg,105.0
